airline_sentiment,sentiment_confidence,text,clean_text
negative,1.0,"@united even so, change could not be made  online- instructed to call an agent- maybe the syastem should allow agents 2 link passengers!",even so change could_not_be make online instruct call agent maybe syastem allow agent link passenger !
neutral,1.0,@JetBlue I'm flying your airline just out of #LGA 😷,fly airline out lga face_with_medical_mask
negative,1.0,@united I believe. It was Cancelled Flighted yesterday I guess. Goes back to no notification from United about Cancelled Flightlation,believe cancel flight yesterday guess go back no_notification unite cancelled flightlation
negative,0.7009,@USAirways How many agents do you have working to handle the thousands of calls?,many agent work handle thousand call ?
negative,0.7723,@JetBlue time to reevaluate my nyc carrier.,time reevaluate nyc carrier
negative,1.0,@USAirways we got 1 drink then F/A sat in jump seat doing crosswords. Glasses picked up at landing. Just a very lazy service 4 First class.,get drink f sit jump seat crossword glass pick up landing very lazy service first class
negative,1.0,@united already missed connection... UA 495,already miss connection ua
negative,1.0,@AmericanAir @louprice13 @aacustomerservice. Apology not good enough. 4 planes with mechanical and 9 hours delayed unacceptable.,apology not_good enough plane mechanical hour delay unacceptable
positive,0.6632,@united Brandi Zabsonre in Denver deserves a raise for bringing delight into a terrible travel situation. big ups http://t.co/TK3aOpdtSQ,brandi zabsonre denver deserve raise bring delight terrible travel situation big ups
negative,1.0,@united in ORD hotel issued to my 4yr old. Tickets needed fixing again another hour and 5 agents l8r nightmare still not over,ord hotel issue yr old ticket need fix another hour agent l r nightmare still not_over
positive,0.6576,@united I have 8 flights with you in the next two weeks :) let's make some good memories!,flight next two week let u make good memory !
negative,1.0,@USAirways just called reservations.  Cannot change just able to put note on res.  Problem is tsa...,call reservation cannot_change able put note res problem tsa
negative,1.0,@SouthwestAir would someone please DM me the customer relations number. The website has only customer service.,would someone please dm customer relation number website customer service
positive,1.0,@southwestair your attendants at the ATL airport are awesome! Very helpful with all the Cancelled Flightlations this morning.,attendant atl airport awesome ! very helpful cancelled flightlations morning
positive,1.0,@USAirways made it!!! Send Bloody Mary's to row 27!!!,make ! ! ! send bloody mary row ! ! !
negative,1.0,@AmericanAir how do you NOT do maintenance on #MD80 while it sits for two days? Frozen lines found after its boarded? Come on! #faail #mci,not_do maintenance md sit two day ? frozen line find board ? come ! faail mci
negative,0.6989,@united apparently sleeping in B terminal wasn't the worst situation. Someone told other UA passengers they had to sleep at baggage claim.,apparently sleep b terminal was_not_the worst situation someone tell ua passenger sleep baggage claim
negative,0.361,@AmericanAir can u help rebook passenger via Twitter/DM.  Been on hold for 1.5 hours. Thanks!,help rebook passenger via twitter dm hold hour thanks !
positive,1.0,@JetBlue was just at T5 a little over a month ago. @JetBlue you guys are great thanks for everything!,little over month ago guy great thanks everything !
positive,1.0,@USAirways hey guys just want to say I had the best flight ever! Thank you so much. I fell asleep and actually had a wet dream.,hey guy want say best flight ever ! thank so much fell asleep actually wet dream
neutral,0.664,@united the child is two years old,child two year old
positive,0.6718,@USAirways will do. Hoping for a voucher for a future flight #Optimistic,hop voucher future flight optimistic
neutral,0.6551,@USAirways I just checked in online for tomorrow's flight - thought I should get auto upgrade? (Already got the email saying no seats),check online tomorrow flight think get auto upgrade ? already get email say no_seats
neutral,0.6497,"@united no worries, I think it’s under control. (the emails are keeping me informed)",no_worries think control email keep informed
negative,0.708,@united Slightly better. Crew spent a long time searching for better altitude. Would have helped to let pax in on why all the sharp drops.,slightly better crew spent long time search better altitude would help let pax sharp drop
negative,0.6793,@SouthwestAir can you provide direct assistance? My colleague and I cannot re-book b/c the ticket was booked via a corporate account. #help,provide direct assistance ? colleague cannot_re book b c ticket book via corporate account help
negative,0.6651,@VirginAmerica sad to learn you no longer fly SFO &gt; PHL. Hope it returns!,sad learn no_longer fly sfo gt phl hope return !
negative,1.0,@united then why have I not received my call back its been 3 days...it's an infant car seat how am I supposed to go anywhere with my child,not_received call back day infant car seat suppose go anywhere child
negative,1.0,@united If United loses your baggage they will get it to the airport in the country your in and then it disappears!,united lose baggage get airport country disappear !
negative,1.0,"@JetBlue 2nd time in a row a flight out of jfk a disaster. Last time I wasn't allowed to fly stndby, now a 2 hour delay w/out notification",nd time row flight out jfk disaster last time was_not_allowed fly stndby hour delay w out notification
neutral,0.7002,"@USAirways I left my personal stuff on US4551 from PHL-BOS about an hour ago. Went baggage, was told plane left to call 800#",left personal stuff u phl bos hour ago go baggage tell plane leave call
negative,1.0,@united the lack of customer service is astounding https://t.co/72RMpkOGwu #2daysofhell,lack customer service astound daysofhell
negative,1.0,@SouthwestAir Cancelled Flightled flights and asshole phone support. #worstairline,cancel flightled flight asshole phone support worstairline
positive,1.0,"@JetBlue planning on it!  Btw, excellent service and crew from DCA through SJU into SXM!!!!!",planning ! way excellent service crew dca sju sxm ! ! ! ! !
positive,0.6505,"@USAirways Thank you, busy times.",thank busy time
negative,1.0,@AmericanAir I want the flight I have on hold. I don't want a new flight.,want flight hold do_not_want new flight
negative,0.6678,@JetBlue that's not an option for us. So how can we help each other fix this? I would've made the change earlier if given accurate info.,is_not_an option u so help fix ? would make change earlier give accurate info
positive,0.6196,@JetBlue Yes That's true but they are a bit pricey I will look into it further. Love you guys.,yes true bit pricey look love guy
negative,1.0,"@USAirways Yes, it's February. Bad weather happens every winter. If you guys don't have the business sense to forecast that I'm at a loss.",yes february bad weather happen every winter guy do_not_have business sense forecast loss
negative,0.6667,@USAirways needs to hire more people http://t.co/3LPVFhKy2F,need hire people
negative,1.0,@USAirways Can you help me update KTN on the profile?  Ticket book via AA &amp; that info didn't get pass on.  I've been on hold forever,help update ktn profile ? ticket book via aa amp info did_not_get pas hold forever
neutral,0.6472,"@JetBlue update on Flight 462 would be appreciated when you have time, thanks",update flight would appreciate time thanks
neutral,1.0,Welp. “@JetBlue: Our fleet's on fleek. http://t.co/kwUEk1uKbC”,welp fleet fleek
negative,1.0,@united I will not be flying you again,will_not_be fly
negative,1.0,@SouthwestAir answered. My options are a refund or a resched for Monday (I'd miss work). So I'm paying hundreds for a @USAirways flight tmw.,answer option refund resched monday would miss work so pay hundred flight tmw
negative,1.0,@SouthwestAir thank you. I was given this same reply 2 years ago. Can you direct me to an area I can learn more about the improvements?,thank give reply year ago direct area learn improvement ?
negative,1.0,@AmericanAir I really wanted to sign up for your airline credit card but your absurd $400 change fee to switch my flight made me think twice,really want sign up airline credit card absurd change fee switch flight make think twice
positive,1.0,@USAirways thanks! Made it safely! http://t.co/KCqeBEej7S,thanks ! make safely !
negative,1.0,"But expect no help from -&gt;@SouthwestAir &lt;-.  Our flt was canx at the last minute for ""weather.""  We flew home on weatherless @united.",expect no_help gt lt flt canx last minute weather fly home weatherless
negative,1.0,@USAirways @_RobPrice  how can he try again it will be 5-6 hours before he gets help.  Contingency plans non existent.,try hour get help contingency plan non existent
neutral,1.0,@AmericanAir I might look into that. My wife travels much more than I do. Could we both use the membership?,might look wife travel much could use membership ?
negative,1.0,@united I will! On @AmericanAir @SouthwestAir @Delta or @JetBlue  all of which will be getting my business. #unfriendlyskies #unbelievable,! get business unfriendlyskies unbelievable
neutral,0.6733,"@SouthwestAir hey southwest! Can I see @Imaginedragons in Atlanta? My friend has never been there, loves them, and he is from Taiwan!",hey southwest ! see atlanta ? friend never_been love taiwan !
